nama_jurnal,url,sinta_grade,subject_area
Jurnal Mirai Management,https://journal.stieamkop.ac.id/index.php/mirai,4,"Economy, Science"
Jurnal Kedokteran dan Kesehatan,https://jurnal.umj.ac.id/index.php?journal=kedokteran-dan-kesehatan,4,"Health, Science"
Jurnal Bisnis Hospitaliti,https://ejournal.ppb.ac.id/index.php/jbh,4,Science
Jurnal Riset Inspirasi Manajemen dan Kewirausahaan,https://ejurnal.stimi-bjm.ac.id/index.php/JRIMK,4,Science
SYSTEMIC: Information System and Informatics Journal,http://jurnalsaintek.uinsby.ac.id/index.php/SYSTEMIC,4,Science
J-SAKTI (Jurnal Sains Komputer dan Informatika),http://tunasbangsa.ac.id/ejurnal/index.php/jsakti,4,Science
Journal of Management and Digital Business,https://journal.nurscienceinstitute.id/index.php/jmdb,4,"Economy, Science"
"JMEMME (JOURNAL OF MECHANICAL ENGINEERING, MANUFACTURES, MATERIALS AND ENERGY)",http://ojs.uma.ac.id/index.php/jmemme/issue/archive,4,"Science, Engineering"
TIN: TERAPAN INFORMATIKA NUSANTARA,https://ejurnal.seminar-id.com/index.php/tin,4,"Economy, Health, Science, Education, Art, Social, Engineering"
IMPROVEMENT: Jurnal Ilmiah untuk peningkatan mutu manajemen pendidikan,http://journal.unj.ac.id/unj/index.php/improvement,4,"Science, Education"
Journal of Islamic Education Management,https://jurnalfaktarbiyah.iainkediri.ac.id/index.php/joiem,4,"Science, Education, Social"
JOURNAL OF INFORMATION SYSTEM MANAGEMENT (JOISM),https://jurnal.amikom.ac.id/index.php/joism,4,Science
JURNAL ILMIAH PENDIDIKAN CITRA BAKTI,https://jurnal.citrabakti.ac.id/index.php/jil,4,"Humanities, Science, Education"
Jurnal Ilmiah Sinus,http://p3m.sinus.ac.id/jurnal/index.php/e-jurnal_SINUS/issue/archive,4,"Science, Education"
PROMINE,http://journal.ubb.ac.id/index.php/promine,4,"Science, Social, Engineering"
Jurnal Buana Informatika,http://ojs.uajy.ac.id/index.php/jbi,4,Science
Integrasi: Jurnal Ilmiah Teknik Industri,https://ojs.um-palembang.ac.id/index.php/integrasi,4,Science
Jurnal Manajemen Bisnis,https://journal.umy.ac.id/index.php/mb,4,Science
InfoTekJar : Jurnal Nasional Informatika dan Teknologi Jaringan,https://jurnal.uisu.ac.id/index.php/infotekjar,4,Science
International Journal of Graphic Design,https://journal.stekom.ac.id/index.php/ijgd,4,"Science, Art"
Jurnal Teknik Komputer AMIK BSI,https://jurnal.bsi.ac.id/index.php/jtk,4,Science
Jurnal Ilmiah Edutic : Pendidikan dan Informatika,https://journal.trunojoyo.ac.id/edutic,4,"Science, Education"
Jurnal Kebijakan Publik,https://jkp.ejournal.unri.ac.id/index.php/JKP,4,"Humanities, Science, Social"
Jurnal FASILKOM (teknologi inFormASi dan ILmu KOMputer),https://ejurnal.umri.ac.id/index.php/JIK,4,Science
Management Studies and Entrepreneurship Journal (MSEJ),https://journal.yrpipku.com/index.php/msej,4,Science
UNES LAW REVIEW,http://review-unes.com/index.php/law,4,"Health, Science, Education, Social"
JOURNAL OF SOCIAL DEVELOPMENT,https://ppjp.ulm.ac.id/journals/index.php/JSD,4,"Economy, Science, Education, Agriculture, Engineering"
Adopsi Teknologi dan Sistem Informasi (ATASI),https://e-journals2.unmul.ac.id/index.php/atasi,4,Science
Jurnal Riset Kefarmasian Indonesia,http://jurnalfarmasi.or.id/index.php/jrki,4,"Health, Science"
Jurnal Dharma Bhakti Ekuitas,http://ojs.ekuitas.ac.id/index.php/dharma-bhakti/index,4,"Economy, Science, Education, Social"
Jurnal Iqtisaduna,https://journal.uin-alauddin.ac.id/index.php/Iqtisaduna/index,4,"Economy, Science, Education"
Computer Science and Information Technologies,http://iaesprime.com/index.php/csit,4,"Science, Engineering"
KLIK (Kumpulan jurnaL Ilmu Komputer) (e-Journal),http://klik.ulm.ac.id/index.php/klik,4,Science
"SITEKIN: Jurnal Sains, Teknologi dan Industri",http://ejournal.uin-suska.ac.id/index.php/sitekin,4,"Economy, Science, Education, Engineering"
Kartika : Jurnal Ilmiah Farmasi,http://kjif.unjani.ac.id/index.php/kjif/index,4,"Health, Science"
Indonesian Journal of Islamic Economics and Business,http://e-journal.lp2m.uinjambi.ac.id/ojp/index.php/ijoieb,4,"Religion, Economy, Science, Social"
Kognitif: Jurnal Riset HOTS Pendidikan Matematika,https://etdci.org/journal/kognitif,4,"Science, Education, Social"
Faktor Exacta,http://journal.lppmunindra.ac.id/index.php/Faktor_Exacta,4,"Science, Engineering"
Dirasat: Jurnal Manajemen dan Pendidikan Islam,http://journal.unipdu.ac.id/index.php/dirasat,4,Science
Techno.Com,http://publikasi.dinus.ac.id/index.php/technoc/index,4,"Science, Engineering"
Jurnal Pijar MIPA,http://jurnalfkip.unram.ac.id/index.php/JPM,4,"Science, Education"
"Infomatek: Jurnal Informatika, Manajemen dan Teknologi",https://journal.unpas.ac.id/index.php/infomatek,4,"Science, Social, Engineering"
JPAP (Jurnal Penelitian Administrasi Publik),http://jurnal.untag-sby.ac.id/index.php/jpap/issue/view/261,4,Science
JURNAL EDUCATION AND DEVELOPMENT,http://journal.ipts.ac.id/index.php/ED,4,"Humanities, Science, Education, Agriculture, Art"
Electron: Jurnal Ilmiah Teknik Elektro,https://jurnalelectron.org/index.php/electronubb,4,"Science, Engineering"
JIKO (Jurnal Informatika dan Komputer),https://ejournal.akakom.ac.id/index.php/jiko,4,Science
Jurnal Teknologi,https://jurnal.umj.ac.id/index.php/jurtek,4,Science
ZONAsi : Jurnal Sistem Informasi,https://journal.unilak.ac.id/index.php/zn,4,"Humanities, Science, Education, Social"
Jurnal Pendidikan Fisika Tadulako Online (JPFT),https://jurnal.fkip.untad.ac.id/index.php/jpft/index,4,"Humanities, Science, Education, Social"
JKMP (Jurnal Kebijakan dan Manajemen Publik),https://jkmp.umsida.ac.id/index.php/jkmp/index,4,Science
"Jurnal Saintekom : Sains, Teknologi, Komputer dan Manajemen",https://ojs.stmikplk.ac.id/index.php/saintekom/index,4,Science
Abdine :  Jurnal Pengabdian Masyarakat,https://ejurnal.sttdumai.ac.id/index.php/abdine,4,"Economy, Science, Social, Engineering"
SMARTICS Journal,http://ejournal.unikama.ac.id/index.php/jst,4,"Science, Engineering"
Journal Cerita: Creative Education of Research in Information Technology and Artificial Informatics,http://ejournal.raharja.ac.id/index.php/cerita,4,"Science, Engineering"
"Journal of Computer, Electronic, and Telecommunication (COMPLETE)",https://journal.ittelkom-sby.ac.id/complete,4,"Science, Engineering"
Jurasik (Jurnal Riset Sistem Informasi dan Teknik Informatika),http://tunasbangsa.ac.id/ejurnal/index.php/jurasik,4,Science
JUPIKA: JURNAL PENDIDIKAN MATEMATIKA,https://e-journal.uniflor.ac.id/index.php/jupika,4,"Humanities, Science, Education"
Jurnal Optimasi Teknik Industri (JOTI),https://journal.lppmunindra.ac.id/index.php/JOTI,4,"Science, Engineering"
Techno Nusa Mandiri : Journal of Computing and Information Technology,http://ejournal.nusamandiri.ac.id/index.php/techno,4,Science
Realita: Jurnal Penelitian dan Kebudayaan Islam,http://jurnallppm.iainkediri.ac.id/index.php/realita,4,"Religion, Economy, Science, Education, Social"
Jurnal Mantik,https://iocscience.org/ejournal/index.php/mantik/index,4,"Economy, Science, Education"
SISFOTENIKA,https://ojs.stmikpontianak.ac.id/index.php/sisfotenika,4,Science
Journal of Business Studies and Management Review,https://online-journal.unja.ac.id/jbsmr,4,"Science, Social"
Jurnal Hasil Pengabdian Masyarakat (JURIBMAS),https://ejurnal.lkpkaryaprima.id/index.php/juribmas,4,"Science, Education, Social, Engineering"
FISIO MU: Physiotherapy Evidences,https://journals2.ums.ac.id/index.php/fisiomu,4,"Health, Science"
JITU : Journal Informatic Technology And Communication,http://ejournal.uby.ac.id/index.php/jitu,4,"Science, Engineering"
Jurnal Pengabdian Masyarakat dan aplikasi Teknologi,http://ejurnal.itats.ac.id/adipati,4,"Science, Education, Engineering"
Darussalam Nutrition Journal,https://ejournal.unida.gontor.ac.id/index.php/nutrition,4,"Health, Science"
Samakia : Jurnal Ilmu Perikanan,https://journal.ibrahimy.ac.id/index.php/JSAPI/index,4,"Science, Engineering"
Mitra Mahajana: Jurnal Pengabdian Masyarakat,https://e-journal.uniflor.ac.id/index.php/mahajana,4,"Health, Science, Education, Agriculture, Social, Engineering"
DeReMa (Development Research of Management): Jurnal Manajemen,http://ojs.uph.edu/index.php/DJM/about,4,Science
Techne : Jurnal Ilmiah Elektroteknika,https://jurnaltechne.org,4,"Science, Engineering"
Jurnal Pengabdian Kepada Masyarakat Abdi Putra,https://abdiputra.nusaputra.ac.id/index,4,"Humanities, Health, Science, Education, Engineering"
Physical Therapy Journal of Indonesia,http://ptji.online/ojs/index.php/ptji,4,"Health, Science"
Jurnal Serambi Engineering,http://ojs.serambimekkah.ac.id/index.php/jse/index,4,"Science, Social, Engineering"
Jurnal Ilmiah Ilmu-Ilmu Peternakan,http://online-journal.unja.ac.id/index.php/jiip,4,"Science, Agriculture, Social"
Symbiotic: Journal of Biological Education and Science,https://symbiotic.jurnal.iainkerinci.ac.id/index.php/symbiotic,4,"Science, Education, Agriculture, Social"
Jurnal Riset Informatika,http://ejournal.kresnamediapublisher.com/index.php/jri,4,Science
INTER TECH,https://ejournal.ubhara.ac.id/intertech,4,"Science, Engineering"
Journal of Management and Administration Provision,https://psppjournals.org/index.php/jmap,4,"Economy, Science, Social"
"Sibatik Journal : Jurnal Ilmiah Bidang Sosial, Ekonomi, Budaya, Teknologi, Dan Pendidikan",https://publish.ojs-indonesia.com/index.php/SIBATIK,4,"Economy, Science, Education, Art, Social"
Societas : jurnal Ilmu Administrasi Dan Sosial,https://ejournal.unmus.ac.id/index.php/societas,4,"Science, Social"
Abdimasku : Jurnal Pengabdian Masyarakat,http://abdimasku.lppm.dinus.ac.id/index.php/jurnalabdimasku,4,"Economy, Health, Science, Social, Engineering"
J-Intech (Journal of Information and Technology),https://jurnal.ubhinus.ac.id/J-INTECH,4,Science
JURNAL Al-AZHAR INDONESIA SERI SAINS DAN TEKNOLOGI,http://jurnal.uai.ac.id/index.php/SST,4,"Health, Science, Engineering"
Jurnal Pengabdian Masyarakat untuk Negeri (UN-PENMAS),https://jurnal.narotama.ac.id/index.php/un-penmas,4,"Economy, Humanities, Science, Education, Social, Engineering"
Jurnal Ilmiah Teknologi Informasi Asia,https://jurnal.stmikasia.ac.id/index.php/jitika,4,Science
Jurnal Biologi Tropis,http://jurnalfkip.unram.ac.id/index.php/JBT,4,"Science, Agriculture"
Jurnal Manajemen Stratejik dan Simulasi Bisnis,http://jmassbi.fekon.unand.ac.id/index.php/mssb,4,"Economy, Science"
Jurnal Abdi Insani,http://abdiinsani.unram.ac.id/index.php/jurnal,4,"Economy, Health, Science, Education, Agriculture, Social, Engineering"
JPF (Jurnal Pendidikan Fisika) Universitas Islam Negeri Alauddin Makassar,http://journal.uin-alauddin.ac.id/index.php/PendidikanFisika/index,4,"Science, Education"
al-Iltizam: Jurnal Pendidikan Agama Islam,https://jurnal.iainambon.ac.id/index.php/ALT,4,"Science, Education, Social"
JSM (Jurnal SIFO Mikroskil),https://www.mikroskil.ac.id/ejurnal/index.php/jsm,4,Science
Jurnal Penelitian Ilmu-Ilmu Kelaman Buana Sains,http://jurnal.unitri.ac.id/index.php/buanasains,4,"Science, Education"
Jurnal Biologi Universitas Andalas,http://jbioua.fmipa.unand.ac.id/index.php/jbioua/index,4,"Science, Agriculture"
JE (Journal of Empowerment),https://jurnal.unsur.ac.id/je,4,"Science, Education, Agriculture, Social"
SELAPARANG : Jurnal Pengabdian Masyarakat Berkemajuan,http://journal.ummat.ac.id/index.php/jpmb/index,4,"Economy, Health, Science, Education, Agriculture, Social, Engineering"
"TEKNOSAINS: Jurnal Sains, Teknologi dan Informatika",https://jurnal.sttmcileungsi.ac.id/index.php/tekno,4,"Religion, Economy, Humanities, Health, Science, Education, Agriculture, Art, Social, Engineering"
JENIUS: Jurnal Terapan Teknik Industri,http://jurnal.sttmcileungsi.ac.id/index.php/jenius,4,"Science, Engineering"
Journal of Tropical Chemistry Research and Education,http://ejournal.uin-suka.ac.id/tarbiyah/index.php/jtcre,4,"Science, Education"
"MOTIVECTION : Journal of Mechanical, Electrical and Industrial Engineering",http://motivection.imeirs.org/index.php/motivection,4,"Science, Engineering"
AgriPeat,http://e-journal.upr.ac.id/index.php/AGP,4,"Science, Agriculture, Engineering"
Quantum: Jurnal Inovasi Pendidikan Sains,http://ppjp.ulm.ac.id/journal/index.php/quantum/index,4,"Science, Education"
Kappa Journal,http://e-journal.hamzanwadi.ac.id/index.php/kpj,4,"Science, Education"
Jurnal Ilmiah Biosaintropis (Bioscience-Tropic),http://biosaintropis.unisma.ac.id,4,"Health, Science, Agriculture, Social"
"TELEKONTRAN: Jurnal Ilmiah Telekomunikasi, Kendali dan Elektronika Terapan",https://ojs.unikom.ac.id/index.php/telekontran/index,4,"Science, Engineering"
Indonesian Journal of Chemical Science,https://journal.unnes.ac.id/journals/ijcs,4,"Science, Engineering"
Jurnal PETISI (Pendidikan Teknologi Informasi),https://e-journal.unimudasorong.ac.id/index.php/jurnalpetisi/home,4,"Science, Education"
AMERTA,https://ejournal.brin.go.id/amerta,4,"Humanities, Science, Education, Art, Social"
Jurnal Pengabdian Kepada Masyarakat Abdi Nusa,https://abdinusa.nusaputra.ac.id/index,4,"Humanities, Health, Science, Education, Engineering"
EL-IDARE: JURNAL MANAJEMEN PENDIDIKAN ISLAM,http://jurnal.radenfatah.ac.id/index.php/El-idare,4,Science
Computatio: Journal of Computer Science and Information Systems,http://journal.untar.ac.id/index.php/computatio/index,4,Science
Jurnal Sisfotek Global,https://journal.global.ac.id/index.php/sisfotek,4,Science
"JURNAL AKUNTANSI, MANAJEMEN DAN EKONOMI",http://jos.unsoed.ac.id/index.php/jame,4,"Economy, Science"
Prima Ekonomika,http://jurnal.stieykp.ac.id/index.php/prima-ekonomika/issue/archive,4,"Economy, Science, Social"
JIEET (Journal of Information Engineering and Educational Technology),https://journal.unesa.ac.id/index.php/jieet,4,"Science, Education"
Juara: Jurnal Riset Akuntansi,https://e-journal.unmas.ac.id/index.php/juara,4,Science
Jurnal Ilmu Manajemen,https://journal.uny.ac.id/index.php/jim,4,Science
Computing and Education Technology Journal,https://ppjp.ulm.ac.id/journals/index.php/cetj,4,"Science, Education"
Bio-Lectura,http://journal.unilak.ac.id/index.php/BL,4,"Science, Education, Agriculture"
Journal of Health (JoH),http://journal.gunabangsa.ac.id/index.php/joh,4,"Health, Science"
Jurnal SITECH : Sistem Informasi dan Teknologi,https://jurnal.umk.ac.id/index.php/sitech/index,4,Science
Indonesian Journal of Economics and Management,https://jurnal.polban.ac.id/ijem,4,"Economy, Science"
Jurnal Ilmu dan Teknologi Peternakan,http://journal.unhas.ac.id/index.php/peternakan,4,Science
Jurnal Pengabdian Inovasi dan Teknologi Kepada Masyarakat,https://rumahjurnal.or.id/index.php/JUDISTIRA,4,"Economy, Science, Education, Art"
Sinteza,https://e-journal.hamzanwadi.ac.id/index.php/sinteza,4,"Health, Science"
Komatika: Jurnal Pengabdian Kepada Masyarakat,https://ejournal.ikado.ac.id/index.php/komatika,4,"Humanities, Science, Education, Social"
Jurnal Ilmiah Fillia Cendekia,http://ejournal.uniska-kediri.ac.id/index.php/FilliaCendekia/issue,4,"Health, Science, Education"
Jurnal Ilmu dan Teknologi Kesehatan,https://ejurnal.poltekkesjakarta3.ac.id/index.php/jitek,4,"Health, Science"
Jurnal Keperawatan Terapan,https://ojs.poltekkes-malang.ac.id/JKT,4,"Health, Science"
"Jurnal Pendidikan, Sains, Geologi, dan Geofisika (GeoScienceEd Journal)",http://jpfis.unram.ac.id/index.php/GeoScienceEdu,4,"Science, Education, Agriculture"
Jurnal Hilirisasi IPTEKS,http://hilirisasi.lppm.unand.ac.id/index.php/hilirisasi/home,4,"Health, Science, Education, Agriculture, Engineering"
JURNAL TEKNOLOGI DAN OPEN SOURCE,http://ejournal.uniks.ac.id/index.php/JTOS,4,Science
(IJAI) Indonesian Journal of Applied Informatics,https://jurnal.uns.ac.id/ijai,4,Science
"JASIEK (Jurnal Aplikasi Sains, Informasi, Elektronika dan Komputer)",http://jurnal.unmer.ac.id/index.php/jasiek,4,"Science, Education, Engineering"
Information System For Educators and Professionals,http://ejournal-binainsani.ac.id/index.php/ISBI,4,"Science, Education, Engineering"
Smart Comp :Jurnalnya Orang Pintar Komputer,https://ejournal.poltekharber.ac.id/index.php/smartcomp,4,"Science, Engineering"
ORBITA: Jurnal Pendidikan dan Ilmu Fisika,http://journal.ummat.ac.id/index.php/orbita,4,"Science, Education"
INFORMASI,https://journal.uny.ac.id/index.php/informasi,4,"Science, Education"
Journal of Tourism Sustainability,https://jtos.polban.ac.id/jtospolban,4,"Humanities, Science, Social"
"MAKNA: Jurnal Kajian Komunikasi, Bahasa dan Budaya",https://jurnal.unismabekasi.ac.id/index.php/makna/index,4,"Humanities, Science, Education, Art"
Jurnal Ilmiah Komputasi,http://ejournal.jak-stik.ac.id/index.php/komputasi,4,Science
"Accounting Information System, Taxes, and Auditing Journal (AISTA)",https://akuntansi.pnp.ac.id/aista/index.php/aista,4,"Economy, Science"
Journal of Industrial Engineering Management,https://jurnal.teknologiindustriumi.ac.id/index.php/JIEM/issue/archive,4,"Science, Engineering"
Jurnal Geosapta,https://ppjp.ulm.ac.id/journal/index.php/geosapta/index,4,"Science, Social, Engineering"
Pro-Life,http://ejournal.uki.ac.id/index.php/prolife,4,"Science, Education, Agriculture"
MINERAL,https://journal.ubb.ac.id/index.php/mineral,4,"Science, Social, Engineering"
"International Review of Practical Innovation, Technology and Green Energy (IRPITAGE)",https://radjapublika.com/index.php/IRPITAGE,4,"Humanities, Science, Education, Social"
Al Tijarah,http://ejournal.unida.gontor.ac.id/index.php/altijarah,4,"Economy, Science"
J-DEPACE (Journal of Dedication to Papua Community) Jurnal Pengabdian Masyarakat,http://jurnal.lpmiunvic.ac.id/index.php/jpkm,4,"Economy, Humanities, Science, Education, Social"
Newton-Maxwell Journal of Physics,https://ejournal.unib.ac.id/nmj,4,"Science, Engineering"
Techno: Jurnal Penelitian,https://ejournal.unkhair.ac.id/index.php/Techno,4,"Science, Agriculture, Engineering"
BioEksakta : Jurnal Ilmiah Biologi Unsoed,http://jos.unsoed.ac.id/index.php/bioe,4,"Health, Science, Agriculture"
Pustakaloka : Jurnal Kajian Informasi dan Perpustakaan,http://jurnal.iainponorogo.ac.id/index.php/pustakaloka,4,Science
Jurnal Kedokteran dan Kesehatan : Publikasi Ilmiah Fakultas Kedokteran Universitas Sriwijaya,https://jkk-fk.ejournal.unsri.ac.id/index.php/jkk,4,"Health, Science"
Jurnal Riset Sains dan Kimia Terapan,http://journal.unj.ac.id/unj/index.php/jrskt,4,Science
Jurnal Agroqua: Media Informasi Agronomi dan Budidaya Perairan,https://journals.unihaz.ac.id/index.php/agroqua/index,4,"Science, Agriculture"
"Paradigma: Jurnal Masalah Sosial, Politik, dan Kebijakan",http://jurnal.upnyk.ac.id/index.php/paradigma,4,Science
JIPHO (Jurnal Ilmiah Peternakan Halu Oleo),https://jipho.uho.ac.id/index.php/journal,4,"Health, Science, Agriculture"
"Best : Journal of Applied Electrical, Science and Technology",http://jurnal.unipasby.ac.id/index.php/best,4,"Science, Engineering"
Warta Pengabdian Andalas: Jurnal Ilmiah Pengembangan Dan Penerapan Ipteks,http://wartaandalas.lppm.unand.ac.id/index.php/jwa,4,"Health, Science, Education, Social"
Algoritme Jurnal Mahasiswa Teknik Informatika,https://jurnal.mdp.ac.id/index.php/algoritme,4,Science
Journal of Industrial View,https://jurnal.unmer.ac.id/index.php/jiv,4,"Science, Engineering"
Jurnal Riset Pendidikan Kimia (JRPK),http://journal.unj.ac.id/unj/index.php/jrpk/index,4,"Science, Education, Engineering"
Jurnal Empower: Jurnal Pengembangan Masyarakat Islam,https://journal1.uinssc.ac.id/index.php/empower,4,"Humanities, Science, Art, Social"
JOURNAL OF CHEMICAL NATURAL RESOURCES (JCNaR),https://talenta.usu.ac.id/JCNaR,4,Science
KOVALEN: Jurnal Riset Kimia,https://bestjournal.untad.ac.id/index.php/kovalen,4,Science
Jurnal Riset Manajemen Sains Indonesia (JRMSI),http://journal.unj.ac.id/unj/index.php/jrmsi,4,"Economy, Science, Social"
Journal of Tropical Pharmacy and Chemistry,https://jtpc.ff.unmul.ac.id,4,"Health, Science, Agriculture, Engineering"
Jurnal Ilmiah MITSU (Media Informasi Teknik Sipil Universitas Wiraraja),https://ejournalwiraraja.com/index.php/FT/issue/archive,4,"Science, Social, Engineering"
BIOLOVA,https://scholar.ummetro.ac.id/index.php/biolova/home,4,"Science, Education, Agriculture"
Berkala Ilmu Kesehatan Kulit dan Kelamin,https://e-journal.unair.ac.id/index.php/BIKK,4,"Health, Science"
Bulletin of Scientific Contribution,http://jurnal.unpad.ac.id/bsc,4,Science
"Jurnal Ilmiah MEA (Manajemen, Ekonomi, dan Akuntansi)",http://journal.stiemb.ac.id/index.php/mea,4,"Economy, Science"
Jurnal Geomine,https://jurnal.teknologiindustriumi.ac.id/index.php/JG,4,Science
Indonesian Journal of Pure and Applied Chemistry,http://jurnal.untan.ac.id/index.php/IJoPAC,4,Science
Rekayasa Bahan Alam dan Energi Berkelanjutan,http://rbaet.ub.ac.id/index.php/rbaet,4,"Science, Social, Engineering"
Jurnal Energi dan Manufaktur,https://ojs.unud.ac.id/index.php/jem,4,"Science, Engineering"
Jurnal Informatika dan Multimedia,https://jurnal.polinema.ac.id/index.php/jtim/index,4,Science
"PharmaCine: Journal of Pharmacy, Medical and Health Science",https://jhs.unsika.ac.id/index.php/pharmac/index,4,"Health, Science"
Public Policy : Jurnal Aplikasi Kebijakan Publik dan Bisnis,https://stia-saidperintah.e-journal.id/ppj,4,"Economy, Science, Social"
Borneo Nursing Journal,https://bnj.akys.ac.id/BNJ/index,4,"Health, Science"
SIMBIOSA,https://www.journal.unrika.ac.id/index.php/simbiosajournal/index,4,"Science, Agriculture"
Jurnal IPTEK,https://ejurnal.itats.ac.id/iptek,4,"Science, Engineering"
Jurnal IPA Terpadu,https://ojs.unm.ac.id/ipaterpadu,4,"Science, Education, Agriculture"
Research In Chemical Engineering,https://ejournal.ump.ac.id/rice,4,"Science, Engineering"
Biologica Samudra,https://ejurnalunsam.id/index.php/jbs,4,"Health, Science, Agriculture, Social"
Edulib:  Journal of Library and Information Science,http://ejournal.upi.edu/index.php/edulib/issue/view/598,4,Science
"CESS (Journal of Computer Engineering, System and Science)",http://jurnal.unimed.ac.id/2012/index.php/cess,4,Science
Jurnal Penelitian Saintek,http://journal.uny.ac.id/index.php/saintek,4,Science
Jurnal Ruaya : Jurnal Penelitian dan Kajian Ilmu Perikanan dan Kelautan,http://openjurnal.unmuhpnk.ac.id/index.php/JR,4,"Science, Education"
Innofarm : Jurnal Inovasi Pertanian,http://ejurnal.unisri.ac.id/index.php/innofarm,4,"Science, Agriculture, Social"
Jurnal Manajemen Dan Kewirausahaan,http://ojs.uho.ac.id/index.php/manajemen,4,"Economy, Humanities, Science, Social"
Abdi Masyarakat UIKA,https://pkm.uika-bogor.ac.id/index.php/amk,4,"Religion, Economy, Humanities, Health, Science, Education, Social"
"JGGAG (Journal of Games, Game Art, and Gamification)",http://gamenetwork.university-id.net/journal/index.php/jggag/index,4,"Science, Art"
Radioterapi & Onkologi Indonesia,http://www.pori.or.id/journal/index.php/JORI,4,"Health, Science, Education"
STRING (Satuan Tulisan Riset dan Inovasi Teknologi),https://journal.lppmunindra.ac.id/index.php/STRING/issue/archive,4,Science
Jurnal Pengabdian Kepada Masyarakat,https://journal.yp3a.org/index.php/pakmas,4,"Economy, Humanities, Health, Science, Education, Art, Social, Engineering"
Jurnal Elektro dan Telekomunikasi Terapan,http://journals.telkomuniversity.ac.id/jett,4,"Science, Education, Engineering"
Indonesian Science Education Research (ISER),https://jurnal.unimed.ac.id/2012/index.php/iser,4,"Science, Education"
Berkala Sainstek,http://jurnal.unej.ac.id/index.php/BST,4,"Science, Education, Agriculture"
Natural Science: Journal of Science and Technology,http://jurnal.untad.ac.id/jurnal/index.php/ejurnalfmipa/index,4,Science
Jurnal Ilmiah Hijau Cendekia,http://ejournal.uniska-kediri.ac.id/index.php/HijauCendekia/issue/archive,4,Science
Spatial : Wahana Komunikasi dan Informasi Geografi,http://journal.unj.ac.id/unj/index.php/spatial/index,4,Science
Economics and Digital Business Review,https://ojs.stieamkop.ac.id/index.php/ecotal,4,"Economy, Humanities, Science"
Jurnal Sains & Teknologi Lingkungan,https://journal.uii.ac.id/JSTL,4,"Science, Education"
Geo-Image,https://journal.unnes.ac.id/journals/geoimage,4,Science
Konstelasi: Konvergensi Teknologi dan Sistem Informasi,https://ojs.uajy.ac.id/index.php/konstelasi,4,Science
Majalah Bisnis & IPTEK,https://jurnal.stiepas.ac.id/index.php/bistek,4,Science
JURNAL TAM (TECHNOLOGY ACCEPTANCE MODEL),http://jurnal.stmikpringsewu.ac.id/index.php/file1/issue/archive,4,Science
Jurnal Informatika,http://jurnalinformatika.petra.ac.id,4,Science
Journal of Computer Science and Informatics Engineering (J-Cosine),https://jcosine.if.unram.ac.id/index.php/jcosine/index,4,Science
Jurnal Manajemen Dayasaing,https://journals2.ums.ac.id/index.php/dayasaing,4,Science
"PROCESSOR Jurnal Ilmiah Sistem Informasi, Teknologi Informasi dan Sistem Komputer",https://ejournal.unama.ac.id/index.php/processor,4,Science
Jurnal Kimia Mulawarman,http://jurnal.kimia.fmipa.unmul.ac.id/index.php/JKM,4,Science
Jurnal Pasar Modal dan Bisnis,http://jurnal.ticmi.co.id/index.php/jpmb,4,"Economy, Science, Social"
Jurnal Sains dan Informatika : Research of Science and Informatic,http://publikasi.lldikti10.id/index.php/jsi/issue/archive,4,Science
JSM (Jurnal Surya Medika),http://journal.umpr.ac.id/index.php/jsm,4,"Health, Science"
Jurnal Sains dan Informatika,https://jsi.politala.ac.id/index.php/JSI,4,"Science, Education, Engineering"
Jurnal TAM (Technology Acceptance Model),http://ojs.stmikpringsewu.ac.id/index.php/JurnalTam,4,Science
Kareba : Jurnal Ilmu Komunikasi,http://journal.unhas.ac.id/index.php/kareba,4,"Science, Education"
"Journal Physical Education, Health and Recreation",https://jurnal.unimed.ac.id/2012/index.php/jpehr/index,4,"Health, Science"
JICTE (Journal of Information and Computer Technology Education),https://jicte.umsida.ac.id/index.php/jicte,4,Science
Journal of Artificial Intelligence and Technology Information,https://ejournal.techcart-press.com/index.php/jaiti,4,"Science, Engineering"
NJCA (Nusantara Journal of Computers and Its Applications),https://journal.csnu.or.id/index.php/njca/issue/archive,4,"Science, Education, Engineering"
Menara Ilmu : Jurnal Penelitian dan Kajian Ilmiah,https://jurnal.umsb.ac.id/index.php/menarailmu/index,4,"Science, Education, Agriculture"
"Demandia : Jurnal Desain Komunikasi Visual, Manajemen Desain, dan Periklanan",http://journals.telkomuniversity.ac.id/demandia,4,"Science, Education, Art"
Sainmatika: Jurnal Ilmiah Matematika dan Ilmu Pengetahuan Alam,https://jurnal.univpgri-palembang.ac.id/index.php/sainmatika/index,4,"Science, Education, Agriculture"
Ulead : Jurnal E-pengabdian,http://ejournal.ust.ac.id/index.php/ULEAD,4,Science
Akta Kimia Indonesia,https://journal.its.ac.id/index.php/kimia,4,Science
ALVEOLI: Jurnal Pendidikan Biologi,https://alveoli.uinkhas.ac.id/index.php/alv,4,"Science, Education, Agriculture"
Jurnal Informatika,http://jurnal.darmajaya.ac.id/index.php/JurnalInformatika/index,4,Science
MAJALAH PATOLOGI INDONESIA,http://majalahpatologiindonesia.com,4,"Health, Science"
